6,3,4,3
0,1,2,2
6,2,5,2
0,6,2,5
7,6,5,5
1,4,2,4
6,4,5,4
0,5,2,3
7,5,3,1
2,4,3,4
6,6,4,6
3,4,4,3
5,2,4,3
2,3,4,1
7,2,6,3
2,5,4,6
6,3,4,1
2,2,4,1
7,4,7,6
0,3,2,5
5,5,6,3
2,5,3,5
7,3,4,0
1,0,3,0
6,0,5,0
4,1,6,2
7,0,6,0
6,2,5,4
6,5,5,4
3,5,3,3
7,1,5,2
3,3,3,7
5,2,3,3
undo 5,2,3,3
6,7,5,7
undo 6,7,5,7
6,3,4,4
3,7,6,7
